,OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,GFAParkingRate,GFABuildingsRate,LargestPropertyUseType,LargestGFARate,SecondLargestPropertyUseType,SecondLargestGFARate,ThirdLargestPropertyUseType,ThirdLargestGFARate,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Latitude,Longitude,Description,Zone,Haversine(km),GFAPerBuilding,GFAPerFloor
95,139,NonResidential,Hotel,2002,1.0,3.0,70609.0,0.0,100.0,Hotel,100.0,No information,0.0,No information,0.0,76.5,3270514.0,88.71,0.11919050000000198,-0.009629200000006222,7066-Seattle-Northgate at 13300 Stone Avenue N,NORTHWEST,13.27299866201069,70609.0,23536.33
96,140,SPS-District K-12,K-12 School,1991,1.0,3.0,66588.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,75.0,1016537.0,14.42,0.04849049999999977,-0.017039199999999255,B.F. Day Elementary at 3921 Linden Ave. N.,LAKE UNION,5.541025198541881,66588.0,22196.0
97,144,NonResidential,Hotel,1904,1.0,5.0,210031.0,9.07,90.93,Hotel,90.93,No information,0.0,No information,0.0,97.5,6720859.0,146.31,-0.0014295000000004165,-0.004719199999996704,Alexis Hotel at 1007 First Ave.,North DownTown,0.38787061652069094,210031.0,42006.2
98,145,Nonresidential COS,Other,1998,1.0,6.0,284100.0,0.0,100.0,Social/Meeting Hall,66.79,No information,0.0,No information,0.0,,14405401.5,383.675,0.0018705000000025507,-0.004769199999998364,Benaroya Hall at 200 University Street,North DownTown,0.4136374596991618,284100.0,47350.0
99,147,NonResidential,Hospital,1954,4.0,5.0,451526.0,32.97,67.03,Hospital,67.03,No information,0.0,No information,0.0,21.0,65726622.0,1932.46,0.061190500000002146,-0.04751919999999643,Swedish Ballard at 5300 Tallman Ave NW,BALLARD,7.679340257173277,112881.5,90305.2
100,148,SPS-District K-12,K-12 School,1991,1.0,2.0,59097.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,92.0,1563267.875,10.895,0.06425049999999999,-0.030189200000009464,West Woodland Elementary at 5601 4th Ave. N.W.,BALLARD,7.493849278530764,59097.0,29548.5
101,163,Nonresidential COS,Other,2006,1.0,4.0,71974.0,0.0,100.0,Other,59.4,Office,40.6,No information,0.0,,9898880.5,198.845,-0.004859500000002015,0.0042907999999926005,Fire Station 10/FAC/EOC at 105 5th Ave S,South DownTown,0.6288639348461351,71974.0,17993.5
102,167,NonResidential,Other,1910,1.0,4.0,72820.0,18.98,81.02,Museum,79.65,No information,0.0,No information,0.0,,2043542.3125,44.625,-0.008109499999996217,0.009240800000000604,Wing Luke Museum at 719 South King Street,South DownTown,1.1371691927803782,72820.0,18205.0
103,168,NonResidential,Hotel,1996,1.0,4.0,162222.0,8.75,91.25,Hotel,70.09,No information,0.0,No information,0.0,75.5,7850020.5,218.215,0.019650500000004456,-0.014879200000009973,Hampton Inn Seattle Center at 700 5th Ave N.,MAGNOLIA / QUEEN ANNE,2.453214325983589,162222.0,40555.5
104,169,SPS-District K-12,K-12 School,1990,1.0,4.0,289588.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,91.0,8783835.5,176.385,-0.03023950000000042,0.038820799999996325,Franklin High at 3013 S. Mt. Baker Blvd.,SOUTHEAST,4.447655616644935,289588.0,72397.0
105,170,NonResidential,College/University,1915,1.0,3.0,64820.0,0.0,100.0,College/University,100.0,No information,0.0,No information,0.0,,2907668.0,67.34,0.00875050000000499,0.010310799999999176,SCCC FINE ARTS BUILDING at 801 E PINE ST,EAST,1.242653139048832,64820.0,21606.67
106,172,Campus,College/University,1970,27.0,2.0,483000.0,0.0,100.0,College/University,100.0,No information,0.0,No information,0.0,,37866262.0,853.01,-0.059959499999997945,-0.019489200000009532,SSCC MAIN CAMPUS at 6000 16th Ave SW,DELRIDGE,6.825603395773715,17888.89,241500.0
107,173,NonResidential,Small- and Mid-Sized Office,2002,1.0,2.0,97244.0,0.0,100.0,Office,94.92,Data Center,5.08,No information,0.0,,16279410.0,223.075,0.07215049999999934,0.0677108000000004,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices at 6901Sand Point Way NE,NORTHEAST,9.492007050022885,97244.0,48622.0
108,174,Nonresidential COS,Other,1950,1.0,1.0,68359.0,0.0,100.0,Services,100.0,No information,0.0,No information,0.0,,7026353.75,207.705,-0.01120949999999965,0.010430799999994633,CSC Vehicle Maintenance (E) at 805 S Charles St,GREATER DUWAMISH,1.4714855305118797,68359.0,68359.0
109,175,SPS-District K-12,K-12 School,2008,1.0,3.0,254523.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,61.0,13588407.0,362.85,-0.0007094999999992524,0.03037080000000003,Garfield High at 400 23rd Ave.,CENTRAL,2.278287007009295,254523.0,84841.0
110,176,SPS-District K-12,K-12 School,2001,1.0,3.0,78804.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,92.0,2473395.5,55.135,-0.09146949999999521,0.07334079999999688,Emerson Elementary at 9709 60th Ave. S.,SOUTHEAST,11.564314175216797,78804.0,26268.0
111,177,SPS-District K-12,K-12 School,2002,1.0,3.0,66994.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,81.0,2318937.25,40.515,0.006050500000000625,0.041230799999993906,Madrona K-8 at 1121 33rd Ave.,CENTRAL,3.163276974156776,66994.0,22331.33
112,178,SPS-District K-12,K-12 School,2000,1.0,3.0,98357.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,89.0,3361063.25,88.595,-0.07696949999999703,0.043330799999992564,Van Asselt Elementary at 8311 Beacon Ave S,GREATER DUWAMISH,9.155246648161041,98357.0,32785.67
113,179,NonResidential,Small- and Mid-Sized Office,1958,1.0,1.0,54765.0,0.0,100.0,Office,47.05,Other,45.65,No information,0.0,,4285011.75,60.41,-0.0679294999999982,0.04801080000000013,Seattle's Union Gospel Mission - Admin at 3800 S Othello St,GREATER DUWAMISH,8.368189773112523,54765.0,54765.0
114,180,NonResidential,Other,2009,1.0,5.0,89821.0,0.0,100.0,Lodging/Residential,51.75,Office,42.24,Food Service,5.1,,1983893.25,102.315,-0.06844949999999983,0.04805079999999862,Hope Place at 3802 S Othello St,GREATER DUWAMISH,8.421709863714241,89821.0,17964.2
115,182,NonResidential,College/University,1980,1.0,2.0,52611.0,0.0,100.0,College/University,100.0,No information,0.0,No information,0.0,,4258349.75,104.79,0.04529050000000012,-0.029309200000000146,Otto Miller Hall at 3469 3rd Ave. W,MAGNOLIA / QUEEN ANNE,5.4941905048617965,52611.0,26305.5
116,183,NonResidential,Residence Hall/Dormitory,2001,1.0,4.0,173020.0,21.67,78.33,Residence Hall/Dormitory,78.33,No information,0.0,No information,0.0,88.5,4433318.75,126.205,0.04451050000000123,-0.03148920000000999,Emerson Hall at 500 W. Emerson,MAGNOLIA / QUEEN ANNE,5.483106562893351,173020.0,43255.0
117,185,SPS-District K-12,K-12 School,2011,1.0,2.0,238550.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,96.0,8203482.75,212.875,0.10153050000000263,0.03749080000000049,Nathan Hale High at 17050 30th Ave. N.E.,NORTH,11.633649491832621,238550.0,119275.0
118,187,NonResidential,Other,1971,3.0,6.0,250981.0,0.0,100.0,Other,54.81,Courthouse,31.22,No information,0.0,,13486817.5,410.475,-0.001839499999995553,0.01666079999999681,Youth Services Center at 1211 E Alder Street,CENTRAL,1.2657222632129677,83660.33,41830.17
119,189,SPS-District K-12,K-12 School,2002,1.0,3.0,62526.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,96.5,1914031.4375,51.575,0.08109050000000195,-0.027829199999999332,Greenwood Elementary at 144 N.W. 80th St.,NORTHWEST,9.254728462764085,62526.0,20842.0
120,190,NonResidential,Small- and Mid-Sized Office,2007,1.0,3.0,64015.0,0.0,100.0,Office,46.86,Non-Refrigerated Warehouse,23.43,Services,14.08,20.0,3295871.875,51.425,-0.07054949999999849,0.013930799999997134,Emerald Services at 7343 E Marginal Way S,GREATER DUWAMISH,7.914066514749583,64015.0,21338.33
121,194,NonResidential,Retail Store,1951,1.0,1.0,530039.0,0.0,100.0,Retail Store,95.3,Restaurant,4.7,No information,0.0,98.0,28392163.0,744.515,0.10135050000000234,0.005970800000000054,Northgate Mall at 401 Northgate Way,NORTH,11.278546239399237,530039.0,530039.0
122,195,NonResidential,Other,1964,1.0,3.0,54224.0,0.0,100.0,Hospital,86.7,No information,0.0,No information,0.0,,7439147.0,240.27,0.10021050000000287,0.01070079999999507,Seattle-Northgate at 10631 8th Ave NE,NORTH,11.17170098078996,54224.0,18074.67
123,197,NonResidential,Retail Store,1965,1.0,4.0,124342.0,0.0,100.0,Retail Store,98.12,No information,0.0,No information,0.0,75.5,8800541.0,65.72,0.1008704999999992,0.006470800000002441,Nordstrom Northgate 002 at 401 NE Northgate Way,NORTH,11.226769137820703,124342.0,31085.5
124,198,NonResidential,Hospital,1953,6.0,10.0,879000.0,0.0,100.0,Hospital,100.0,No information,0.0,No information,0.0,11.5,252512144.0,8096.11,0.05673050000000046,0.05065079999999966,Seattle Children's Hospital Main Campus at 4800 Sand Point Way NE,NORTHEAST,7.361836656739263,146500.0,87900.0
125,200,NonResidential,Other,1996,1.0,3.0,70827.0,21.72,78.28,Financial Office,40.43,Medical Office,12.2,No information,0.0,73.0,3141393.625,82.095,0.10334050000000161,-0.0025092000000057624,Verity Credit Union at 11027 Meridian N #102,NORTHWEST,11.492491833683856,70827.0,23609.0
126,205,SPS-District K-12,K-12 School,1999,1.0,2.0,242795.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,81.0,8942867.0,121.4,0.07049049999999824,-0.042359200000007036,Ballard High at 1418 N.W. 65th St.,BALLARD,8.456279567831459,242795.0,121397.5
127,209,NonResidential,Warehouse,1910,1.0,5.0,85521.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,1259144.0625,45.73,0.006100500000002285,0.014970800000000395,Madison Self Storage at 1111 E. Madison,EAST,1.3113759014144637,85521.0,17104.2
128,211,Campus,College/University,1970,11.0,2.0,778960.0,14.33,85.67,College/University,85.67,No information,0.0,No information,0.0,,36504348.0,401.565,0.09287050000000363,-0.0018492000000094322,NSCC MAIN CAMPUS at 9600 COLLEGE WAY N,NORTHWEST,10.327671580023322,70814.55,389480.0
129,212,SPS-District K-12,K-12 School,1952,1.0,2.0,173185.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,75.5,6495617.75,262.35,-0.05975949999999841,0.050070800000000304,Aki Kurose Middle at 3928 S. Graham St.,SOUTHEAST,7.633005338414653,173185.0,86592.5
130,214,SPS-District K-12,K-12 School,1963,1.0,1.0,145341.0,0.0,100.0,K-12 School,95.68,No information,0.0,No information,0.0,76.0,5248556.0,191.555,-0.057869499999995355,-0.029999200000006,Boren Building at 5950 Delridge Way S.W.,DELRIDGE,6.816927616360211,145341.0,145341.0
131,215,NonResidential,Warehouse,1904,1.0,4.0,114297.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,64.0,1919410.875,61.19,-0.055739500000001385,0.014710800000003132,Rainier Bottling Plant at 5628 Airport Way South,GREATER DUWAMISH,6.295419555559631,114297.0,28574.25
132,216,SPS-District K-12,K-12 School,1960,1.0,2.0,184125.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,87.5,8418789.5,311.545,-0.08225949999999926,0.06613079999999627,Rainier Beach High at 8815 Seward Park Ave S.,SOUTHEAST,10.40594587138605,184125.0,92062.5
133,217,SPS-District K-12,K-12 School,1959,1.0,1.0,160270.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,79.0,2837225.0,220.7,0.09061050000000392,-0.04564919999999972,Whitman Middle at 9201 15th Ave. NW.,BALLARD,10.639857683093684,160270.0,160270.0
134,220,NonResidential,Warehouse,1937,1.0,1.0,234144.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,84.5,7057530.0,308.89,-0.047399499999997374,-0.0011891999999988911,8109 at 4786 First Ave S,GREATER DUWAMISH,5.271345880752606,234144.0,234144.0
135,223,NonResidential,Retail Store,1966,1.0,1.0,65425.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,74.0,2832971.125,34.265,-0.08427950000000095,-0.03450920000000224,Westwood Village - Building A at 2600 SW Barton St,DELRIDGE,9.722579761257686,65425.0,65425.0
136,224,NonResidential,Retail Store,1965,1.0,1.0,67782.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,34.0,9395594.0,368.885,-0.08427950000000095,-0.03450920000000224,Westwood Village - Building B at 2600 SW Barton St,DELRIDGE,9.722579761257686,67782.0,67782.0
137,225,SPS-District K-12,K-12 School,2010,1.0,2.0,367884.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,95.0,12264601.5,272.085,-0.07679949999999991,-0.03380920000000742,Denny/Sealth Campus at 2601 SW Kenyon / 2600 SW Thistle,DELRIDGE,8.908477735394388,367884.0,183942.0
138,226,SPS-District K-12,K-12 School,1958,1.0,1.0,46797.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,86.0,1993751.0,67.835,-0.08836949999999888,-0.03863920000000576,Roxhill Elementary at 9430 30th Ave. S.W.,DELRIDGE,10.245038625543078,46797.0,46797.0
139,227,SPS-District K-12,K-12 School,1963,1.0,3.0,136188.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,67.0,2718028.5,174.7,-0.008269499999997265,0.028020799999993073,Washington Middle at 2101 S. Jackson,CENTRAL,2.293310986481493,136188.0,45396.0
140,228,NonResidential,Other,1973,1.0,3.0,56000.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,1803262.25,56.475,0.07148049999999984,-0.06419920000000445,Webster Building at 3014 NW 67th St.,BALLARD,9.290248476135131,56000.0,18666.67
141,229,SPS-District K-12,K-12 School,2004,1.0,2.0,67371.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,92.0,2102146.0,44.58,-0.06434949999999873,0.0552307999999897,Martin Luther King Jr. Elementary at 6725 45th Ave S,SOUTHEAST,8.268324507793452,67371.0,33685.5
142,230,NonResidential,Warehouse,1969,1.0,2.0,52088.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,1282159.75,44.265,-0.061139499999995905,-0.04528919999999914,U-Haul Moving and Storage of West Seattle at 6343 35th Ave SW,SOUTHWEST,7.600013794688034,52088.0,26044.0
143,231,SPS-District K-12,K-12 School,2010,1.0,3.0,127776.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,78.0,4480931.5,68.52,0.05093049999999977,-0.005729200000004653,Hamilton International Middle at 1610 N. 41st St.,LAKE UNION,5.679470014218642,127776.0,42592.0
144,232,NonResidential,Hotel,1998,1.0,5.0,153920.0,19.49,80.51,Hotel,80.51,Swimming Pool,0.0,No information,0.0,80.5,9168620.0,299.515,0.023500500000004365,0.003010799999998426,Silver Cloud Inn at 1150 Fairview Ave N,LAKE UNION,2.6228662438175054,153920.0,30784.0
145,233,Nonresidential COS,Other,1900,1.0,1.0,50000.0,0.0,100.0,Museum,86.0,No information,0.0,No information,0.0,,7443659.0,223.655,0.02138049999999936,-0.004539199999996413,Armory Building at 860 Terry Ave N,LAKE UNION,2.401628873806168,50000.0,50000.0
146,234,Nonresidential COS,Warehouse,1926,1.0,2.0,52075.0,0.0,100.0,Non-Refrigerated Warehouse,81.32,Residence Hall/Dormitory,9.6,Office,9.08,,572959.84375,3.995,0.020010500000005038,-0.008769200000003252,SCL Roy Street Warehouse at 802 Roy St,MAGNOLIA / QUEEN ANNE,2.320124982850303,52075.0,26037.5
147,235,NonResidential,Hotel,1998,1.0,7.0,207656.0,26.17,73.83,Hotel,68.19,No information,0.0,No information,0.0,76.5,10953659.5,326.21,0.021470499999999504,-0.008439199999997982,311jk-Seattle Downtown/Lake Union CY at 925 Westlake Ave North,MAGNOLIA / QUEEN ANNE,2.469792699947388,207656.0,29665.14
148,237,SPS-District K-12,K-12 School,1999,1.0,2.0,67235.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,87.0,2324242.375,46.59,0.07742050000000233,-0.04092920000000788,Whittier Elementary at 1320 NW 75th St.,BALLARD,9.138525100569916,67235.0,33617.5
149,238,Nonresidential COS,Small- and Mid-Sized Office,1957,1.0,2.0,102980.0,11.51,88.49,Office,56.29,Distribution Center,31.93,No information,0.0,40.0,9309542.5,171.25,0.09389050000000054,-0.008729200000004766,North Service Center at 1300 N 97th ST,NORTHWEST,10.460615915413864,102980.0,51490.0
150,239,SPS-District K-12,K-12 School,1991,1.0,3.0,59014.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,97.0,1385135.125,19.575,-0.065949499999995,-0.056429199999996627,Gatewood Elementary at 4320 SW Myrtle,SOUTHWEST,8.467376415837887,59014.0,19671.33
151,241,NonResidential,Hotel,1968,1.0,4.0,64893.0,0.0,100.0,Hotel,100.0,No information,0.0,No information,0.0,71.5,6127153.0,207.28,0.10298050000000103,-0.00018920000000832715,Hotel Nexus at 2140 N. Northgate Way,NORTHWEST,11.450933727829423,64893.0,16223.25
152,242,SPS-District K-12,K-12 School,1989,1.0,2.0,55480.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,98.0,613645.0,4.28,0.09201050000000066,0.010900800000001709,Olympic View Elementary at 504 N.E. 95th St.,NORTH,10.263645101093784,55480.0,27740.0
153,243,SPS-District K-12,K-12 School,1925,1.0,1.0,70762.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,91.0,3269709.5,153.92,-0.06797949999999986,0.03590079999999318,Van Asselt Building - Old at 7201 Beacon Ave. S.,GREATER DUWAMISH,8.02445018410165,70762.0,70762.0
154,244,NonResidential,Small- and Mid-Sized Office,1900,1.0,3.0,44558.0,0.0,100.0,Office,77.24,Warehouse,17.22,Restaurant,5.54,80.5,1602459.625,27.41,-0.005149500000001694,-0.0031091999999972586,Washington Park Building at 76-80 S washington st,North DownTown,0.6182308824767598,44558.0,14852.67
155,245,NonResidential,Other,1999,1.0,6.0,1913640.0,17.12,82.88,Social/Meeting Hall,82.88,No information,0.0,No information,0.0,,59874712.0,863.37,-0.011309499999995865,0.001190800000003378,CenturyLink at 800 Occidental Ave. South,GREATER DUWAMISH,1.2607262703149262,1913640.0,318940.0
156,247,Nonresidential COS,Distribution Center,1924,1.0,2.0,180340.0,0.0,100.0,Distribution Center,65.14,Office,20.69,Other,14.16,,9705389.0,97.69,-0.03458949999999561,0.0022707999999909134,SCL SSC Building A at 3613 4th Ave S,GREATER DUWAMISH,3.8499505644356464,180340.0,90170.0
157,248,Nonresidential COS,Warehouse,1965,1.0,2.0,69099.0,0.0,100.0,Non-Refrigerated Warehouse,59.09,Services,24.22,Office,16.69,,4022750.125,28.045,-0.03458949999999561,0.0022707999999909134,SCL SSC Building B at 3613 4th Ave S,GREATER DUWAMISH,3.8499505644356464,69099.0,34549.5
158,249,NonResidential,Other,1999,1.0,3.0,1172127.0,0.0,100.0,Social/Meeting Hall,100.0,No information,0.0,No information,0.0,,58137710.0,1241.74,-0.01510950000000122,-0.0006891999999965037,Safeco Field at 1250 First Avenue South,GREATER DUWAMISH,1.6808966217863348,1172127.0,390709.0
159,250,NonResidential,Hotel,2005,1.0,9.0,168449.0,8.65,91.35,Hotel,80.15,Food Service,5.47,No information,0.0,62.5,12921522.5,395.2,-0.013509499999997843,-0.0016291999999964446,Silver Cloud Hotel - Stadium at 1046 1st Ave S,GREATER DUWAMISH,1.5071486307097626,168449.0,18716.56
160,257,NonResidential,Warehouse,1916,0.0,4.0,79600.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,44.5,2099194.125,14.635,-0.03134949999999748,-0.02467920000000845,Harbor Island: Warehouse E - DNRP-SWD at 3235 16TH AVE SW,GREATER DUWAMISH,3.9467554668485243,inf,19900.0
161,260,SPS-District K-12,K-12 School,1997,1.0,4.0,241066.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,76.5,7831154.0,267.25,0.053810500000004424,-0.007409199999997895,Lincoln Building at 4400 Interlake Ave N,LAKE UNION,6.009164372719256,241066.0,60266.5
162,261,Campus,Large Office,1980,14.0,2.0,362587.0,8.79,91.21,Office,66.46,Laboratory,20.12,Services,4.62,,52870238.0,727.405,-0.08186949999999626,0.02013079999998979,South Park at 1420 S Trenton,GREATER DUWAMISH,9.227932031386278,25899.07,181293.5
163,263,NonResidential,Other,2008,1.0,6.0,419848.0,79.82,20.18,Movie Theater,15.48,Medical Office,3.23,No information,0.0,,9306414.0,163.2,0.09643050000000386,0.007010800000003314,Building 1 at 316 NE Thornton Place,NORTH,10.735447702914104,419848.0,69974.67
164,264,NonResidential,Mixed Use Property,2002,1.0,4.0,140624.0,21.22,78.78,Lodging/Residential,41.65,Supermarket/Grocery Store,34.5,No information,0.0,,10583349.0,92.22,0.01770050000000367,-0.025529200000008245,TriBeCa at 516 1st Ave W,MAGNOLIA / QUEEN ANNE,2.745128587901693,140624.0,35156.0
