,OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,GFAParkingRate,GFABuildingsRate,LargestPropertyUseType,LargestGFARate,SecondLargestPropertyUseType,SecondLargestGFARate,ThirdLargestPropertyUseType,ThirdLargestGFARate,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Latitude,Longitude,Description,Zone,Haversine(km),GFAPerBuilding,GFAPerFloor
1225,21243,NonResidential,K-12 School,2007,1.0,4.0,49468.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,81.0,1885753.0625,61.81,0.03747050000000485,-0.01844920000000627,"Seattle Country Day School Bldgs 1,2 & 4 at 2619 4th Ave North",MAGNOLIA / QUEEN ANNE,4.389957013368223,49468.0,12367.0
1226,21244,NonResidential,Residential Care Facility,1970,1.0,2.0,46539.0,0.0,100.0,Residential Care Facility,100.0,No information,0.0,No information,0.0,76.0,5212443.25,170.79,0.03789050000000316,-0.015879200000000537,Queen Anne Healthcare at 2717 Dexter Ave N,MAGNOLIA / QUEEN ANNE,4.378076324320878,46539.0,23269.5
1228,21262,NonResidential,Residence Hall/Dormitory,1909,1.0,4.0,29796.0,0.0,100.0,Residence Hall/Dormitory,100.0,No information,0.0,No information,0.0,43.0,2262228.0,80.615,0.006570500000002255,-0.011919200000008345,(ID21262) El Rey Apts at 2119 2ND AVE,North DownTown,1.1542013144138887,29796.0,7449.0
1229,21265,NonResidential,Retail Store,1920,1.0,2.0,29188.0,9.55,90.45,Retail Store,49.43,Office,24.67,No information,0.0,31.5,1016341.9375,16.25,0.006070499999999868,-0.011919200000008345,N0030 - Patagonia/DKA at 2100 First Avenue & 106 Lenora Street,North DownTown,1.1198390328225116,29188.0,14594.0
1230,21266,NonResidential,Small- and Mid-Sized Office,1918,1.0,3.0,50348.0,0.0,100.0,Office,75.18,Retail Store,24.82,No information,0.0,96.5,1377696.375,9.605,0.005650500000001557,-0.011309199999999464,First & Lenora at 2030 First Avenue,North DownTown,1.0552477834305534,50348.0,16782.67
1232,21270,NonResidential,Mixed Use Property,1928,1.0,2.0,28800.0,0.0,100.0,Non-Refrigerated Warehouse,50.0,Office,50.0,No information,0.0,,430458.0,11.93,0.016090500000004226,-0.009379199999997923,Rex Land Building (Block 56SE) - SEDO at 401 8th Ave. North,LAKE UNION,1.9223588755747982,28800.0,14400.0
1233,21278,NonResidential,Worship Facility,1955,1.0,5.0,31945.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,4.0,1809068.5,12.61,0.016090500000004226,-0.028949199999999564,Church of Scientology Washington State at 300 W Harrison St,MAGNOLIA / QUEEN ANNE,2.812481738360111,31945.0,6389.0
1238,21290,NonResidential,Small- and Mid-Sized Office,1985,1.0,5.0,85963.0,38.45,61.55,Office,61.55,No information,0.0,No information,0.0,43.0,4500899.5,31.38,0.01268050000000187,-0.025049199999997995,Salvation Army NW Div. HQ at 111 Queen Anne Ave N,MAGNOLIA / QUEEN ANNE,2.348178798223953,85963.0,17192.6
1244,21310,NonResidential,Retail Store,1900,1.0,4.0,34680.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,92.0,1185379.9375,27.005,0.0005905000000012706,-0.005629200000001333,DILLER BUILDING (ID21310) at 1216 1st Ave.,North DownTown,0.42709733824541074,34680.0,8670.0
1245,21313,NonResidential,Worship Facility,1968,1.0,3.0,109568.0,31.5,68.5,Worship Facility,68.5,No information,0.0,No information,0.0,16.0,6733487.5,304.85,0.002460499999997978,-0.0005792000000042208,Plymouth Congregational Church at 1217 6th Ave,North DownTown,0.2770197482286672,109568.0,36522.67
1247,21315,NonResidential,Small- and Mid-Sized Office,1903,1.0,3.0,57720.0,0.0,100.0,Office,43.31,No information,0.0,No information,0.0,100.0,34024.25,0.24,0.005040499999999781,-0.0036891999999966174,1518 Fifith Ave at 1520 Fifth Ave,North DownTown,0.6250005310534595,57720.0,19240.0
1248,21317,NonResidential,Retail Store,1915,1.0,1.0,36504.0,0.0,100.0,Retail Store,44.38,No information,0.0,No information,0.0,3.5,2120347.875,20.695,0.004830500000004179,-0.0034092000000072176,Coliseum at 1506 Fifth Avenue,North DownTown,0.5948325196739347,36504.0,36504.0
1249,21318,NonResidential,Small- and Mid-Sized Office,1907,1.0,6.0,35200.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,7.5,3026461.125,21.1,0.004470500000003597,-0.004699200000004566,Westlake Place at 1520 4th Avenue,North DownTown,0.6092706418551687,35200.0,5866.67
1250,21319,NonResidential,Small- and Mid-Sized Office,1907,1.0,5.0,35840.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,79.0,1588489.8125,46.685,0.0034205000000042673,-0.003609199999999646,4th Avenue Building at 1408 4th Avenue,North DownTown,0.4667662296192109,35840.0,7168.0
1251,21321,NonResidential,Other,1941,1.0,2.0,25920.0,0.0,100.0,Bank Branch,89.62,No information,0.0,No information,0.0,57.5,1374463.0625,9.585,0.0035905000000013843,-0.0029892000000018015,5265050802 - WM1084 Fifth and Union at 1401 5th AVE,North DownTown,0.45783742131079463,25920.0,12960.0
1252,21322,NonResidential,Small- and Mid-Sized Office,1928,1.0,4.0,30525.0,0.0,100.0,Office,51.14,Retail Store,20.0,No information,0.0,15.5,2948915.0,75.34,0.003310500000004879,-0.0035091999999963264,Fourth and Union at 1404 Fourth Ave,North DownTown,0.45245498711287474,30525.0,7631.25
1255,21328,NonResidential,Other,1964,1.0,4.0,52284.0,0.0,100.0,Hospital,100.0,No information,0.0,No information,0.0,,8456589.5,100.52,0.0056705000000008,0.0035108000000008133,Seattle First Hill at 1334 Terry Avenue,EAST,0.6832567631104612,52284.0,13071.0
1262,21336,NonResidential,Other,1912,0.0,3.0,20411.0,0.0,100.0,Social/Meeting Hall,100.0,No information,0.0,No information,0.0,,1976886.4375,70.265,0.0035005000000012387,0.00710080000000346,University Club at 1004 Boren Ave,EAST,0.6594561615807014,inf,6803.67
1270,21351,NonResidential,Medical Office,1962,1.0,2.0,31856.0,32.29,67.71,Medical Office,67.71,No information,0.0,No information,0.0,2.0,2973134.125,87.07,0.00444050000000118,0.010810800000001564,Swedish Alcoa Building at 1401 Madison St,EAST,0.9490182231884229,31856.0,15928.0
1271,21353,NonResidential,Small- and Mid-Sized Office,1910,1.0,3.0,73549.0,0.0,100.0,Office,56.6,Worship Facility,43.4,No information,0.0,90.0,2826096.25,106.94,0.005820499999998674,0.010180800000000545,FIRST BAPTIST CHURCH at 1111 Harvard Ave.,EAST,1.0006887599297325,73549.0,24516.33
1273,21364,NonResidential,Other,1988,1.0,5.0,57180.0,19.94,80.06,Education,80.06,No information,0.0,No information,0.0,,10618605.0,440.695,0.002490500000000395,0.011650799999998185,Pacific Northwest Research at 720 Broadway,EAST,0.9162925798884206,57180.0,11436.0
1274,21365,NonResidential,Medical Office,1963,0.0,3.0,50000.0,0.0,100.0,Medical Office,100.0,No information,0.0,No information,0.0,56.5,3209322.25,55.625,0.0023205000000032783,0.011600799999996525,Northwest Kidney Center (21365) at 700 Broadway,EAST,0.9071648778846659,inf,16666.67
1275,21366,NonResidential,Other,1916,1.0,3.0,38038.0,0.0,100.0,Social/Meeting Hall,94.34,Office,3.11,Food Service,1.15,,1082273.3125,54.055,0.0028105000000024916,0.002140799999992282,Town Hall Seattle at 1119 8th Avenue,EAST,0.3513154020068955,38038.0,12679.33
1276,21367,NonResidential,Worship Facility,1962,1.0,3.0,70600.0,24.93,75.07,Worship Facility,75.07,No information,0.0,No information,0.0,51.5,2596126.25,131.905,0.0019305000000002792,0.0025807999999898357,First Presbyterian Church of Seattle at 1013 8th Ave,EAST,0.2889881521320579,70600.0,23533.33
1281,21380,Nonresidential COS,Small- and Mid-Sized Office,1993,1.0,1.0,27744.0,0.0,100.0,Office,66.25,Other,21.84,Data Center,11.91,66.0,5063348.0,35.3,0.05637049999999988,-0.03265919999999767,System Operations Center at 614 NW 46th St,BALLARD,6.728884370241373,27744.0,27744.0
1282,21382,NonResidential,Warehouse,1960,1.0,1.0,36444.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,78.0,169777.0469,1.18,0.0576705000000004,-0.03611920000000168,Superior Self Storage at 832 NW 48,BALLARD,6.960377293038914,36444.0,36444.0
1283,21388,NonResidential,Warehouse,1950,1.0,1.0,27553.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,60.0,1140696.5625,41.22,0.05274049999999875,-0.03532920000000672,lee warehouse at 4259 8th Avenue NW,BALLARD,6.434312638399497,27553.0,27553.0
1284,21389,NonResidential,Distribution Center,1951,3.0,1.0,57310.0,0.0,100.0,Distribution Center,100.0,No information,0.0,No information,0.0,,1285920.75,36.015,0.052060500000003174,-0.03430920000000981,Double Y Investment Co. at 4222 8th Ave NW,BALLARD,6.334074023763995,19103.33,57310.0
1285,21391,NonResidential,Mixed Use Property,1920,1.0,2.0,25920.0,0.0,100.0,Office,39.0,Services,27.07,Restaurant,13.92,,1099654.25,18.68,0.016750500000000557,-0.006769200000007913,On Ballard- 425 Westlake at 425 Westlake Ave N.,LAKE UNION,1.9304509375800816,25920.0,12960.0
1286,21396,NonResidential,Restaurant,1919,1.0,3.0,40686.0,0.0,100.0,Restaurant,100.0,No information,0.0,No information,0.0,,2111141.25,71.92,0.01729050000000143,-0.005989200000001915,Uptown Espresso Building (Block 38W) - SEDO at 500-510 Westlake Ave. North,LAKE UNION,1.9743370463439696,40686.0,13562.0
1287,21397,NonResidential,Retail Store,1964,1.0,2.0,45271.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,53.5,2546958.25,77.865,0.017730499999998983,-0.005969200000009778,Guitar Center (Block 38W) - SEDO at 520-530 Westlake Ave. North,LAKE UNION,2.0216791173443336,45271.0,22635.5
1288,21398,NonResidential,Small- and Mid-Sized Office,1920,1.0,3.0,40560.0,30.03,69.97,Office,69.97,No information,0.0,No information,0.0,54.0,1478827.1875,37.37,0.017930499999998517,-0.0061292000000037206,Clements Rice Building (Block 38W) - SEDO at 534 Westlake Ave. North,LAKE UNION,2.0460319784209537,40560.0,13520.0
1289,21399,NonResidential,Large Office,2009,1.0,5.0,671054.0,24.27,75.73,Office,49.15,Food Service,1.77,No information,0.0,77.0,27596459.0,441.855,0.01658050000000344,-0.0044091999999977816,Interurban Exchange IV/V & Van Vorst - SEDO at 440 Terry Ave. North,LAKE UNION,1.8730599426226917,671054.0,134210.8
1290,21401,NonResidential,Small- and Mid-Sized Office,1926,1.0,3.0,26176.0,0.0,100.0,Office,90.66,No information,0.0,No information,0.0,90.0,1113181.6875,35.84,0.017330499999999915,-0.004149200000000519,511 Boren at 511 Boren Avenue North,LAKE UNION,1.9520027938152262,26176.0,8725.33
1291,21413,NonResidential,Small- and Mid-Sized Office,1926,1.0,1.0,37740.0,0.0,100.0,Office,99.31,No information,0.0,No information,0.0,1.0,7366866.25,70.82,0.021780499999998426,0.0007507999999916137,Fairview at 1000 Fairview Ave N,LAKE UNION,2.4225381819937164,37740.0,37740.0
1292,21418,Nonresidential COS,Other,1961,1.0,1.0,49847.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,4586442.75,152.175,0.015450500000000034,-0.021629200000006676,Northwest Rooms at 394 1st Ave. N.,MAGNOLIA / QUEEN ANNE,2.3622499422229533,49847.0,49847.0
1294,21424,NonResidential,Worship Facility,2009,1.0,3.0,23241.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,63.0,758562.75,20.75,0.012590500000001725,-0.02122920000000761,First Church Seattle at 180 Denny Way,MAGNOLIA / QUEEN ANNE,2.1195401173702035,23241.0,7747.0
1295,21425,NonResidential,Other,1962,1.0,1.0,155795.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,17826239.0,237.855,0.013690500000002714,-0.019149200000001088,Pacific Science Center at 200 Second Avenue North,MAGNOLIA / QUEEN ANNE,2.092345733684326,155795.0,155795.0
1296,21432,Nonresidential COS,Other,2002,1.0,1.0,21018.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,1749366.75,25.67,0.015460500000003208,-0.020789200000010055,Fisher Pavilion at 200 Thomas St,MAGNOLIA / QUEEN ANNE,2.3203098254072607,21018.0,21018.0
1297,21433,Nonresidential COS,Other,1998,1.0,1.0,30533.0,0.0,100.0,Museum,93.77,No information,0.0,No information,0.0,,5959071.5,187.815,0.01577050000000213,-0.020059200000005717,Chihuly Garden and Glass at 305 Harrison St #30,MAGNOLIA / QUEEN ANNE,2.309974044073724,30533.0,30533.0
1298,21435,NonResidential,Other,1961,1.0,2.0,50000.0,0.0,100.0,Recreation,100.0,No information,0.0,No information,0.0,,18374112.0,547.465,0.014280499999998142,-0.01722920000000272,space needle at 400 broard street,MAGNOLIA / QUEEN ANNE,2.0468188464894848,50000.0,25000.0
1299,21436,Nonresidential COS,Other,1992,1.0,2.0,40600.0,0.0,100.0,Other,81.28,No information,0.0,No information,0.0,,2475120.5,43.14,0.015170500000003528,-0.019149200000001088,Seattle Children's Theatre at 201 Thomas St.,MAGNOLIA / QUEEN ANNE,2.214946156579265,40600.0,20300.0
1300,21438,NonResidential,Small- and Mid-Sized Office,1999,1.0,4.0,57638.0,34.01,65.99,Office,65.99,No information,0.0,No information,0.0,82.5,2057951.375,14.345,0.014330499999999802,-0.006769200000007913,Sellen Construction Headquarters at 227 Westlake Ave N,LAKE UNION,1.6723204996870056,57638.0,14409.5
1301,21442,NonResidential,Small- and Mid-Sized Office,2007,1.0,4.0,66187.0,37.16,62.84,Office,62.84,No information,0.0,No information,0.0,92.5,2389745.625,70.39,0.014180500000001928,-0.005289200000007099,Terry Ave Building at 225 Terry Avenue North,LAKE UNION,1.6258841787569862,66187.0,16546.75
1302,21443,NonResidential,Small- and Mid-Sized Office,1928,1.0,3.0,46466.0,13.05,86.95,Office,76.19,Laboratory,10.76,No information,0.0,1.0,9406124.5,244.82,0.014130500000000268,-0.005499200000002702,219 Terry Building at 219 Terry Ave. N.,LAKE UNION,1.6244160176510918,46466.0,15488.67
1303,21445,NonResidential,Large Office,2013,1.0,6.0,226784.0,44.45,55.55,Office,53.16,Bank Branch,2.4,No information,0.0,92.0,7394612.5,87.12,0.013950499999999977,-0.006019199999997227,202 Westlake at 202 Westlake Ave. N.,LAKE UNION,1.6155144655892468,226784.0,37797.33
1304,21447,NonResidential,Small- and Mid-Sized Office,1926,1.0,4.0,35780.0,14.6,85.4,Office,62.44,Retail Store,22.96,No information,0.0,39.0,2114600.875,14.74,0.014330499999999802,-0.005999200000005089,224 Westlake at 224 Westlake Ave. N.,LAKE UNION,1.6557209269371107,35780.0,8945.0
1306,21459,NonResidential,Mixed Use Property,1964,1.0,4.0,25132.0,29.08,70.92,Office,32.07,Restaurant,8.34,No information,0.0,46.0,534596.59375,3.73,0.016100500000000295,-0.02442920000000015,Century at 10 Harrison St.,MAGNOLIA / QUEEN ANNE,2.5609338999423983,25132.0,6283.0
1309,21464,Nonresidential COS,Other,1966,1.0,1.0,49680.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,3066869.0,133.68,0.006910500000003594,-0.011259199999997804,Phelps Center at 301 Mercer St.,North DownTown,1.141436750393249,49680.0,49680.0
1310,21465,Nonresidential COS,Other,1962,1.0,1.0,36314.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,2245216.875,63.8,0.00685049999999876,-0.009539200000006076,Playhouse at 201 Mercer St.,North DownTown,1.0448117389110445,36314.0,36314.0
1311,21468,NonResidential,Other,1916,1.0,2.0,25920.0,0.0,100.0,Social/Meeting Hall,45.86,Restaurant,16.7,Retail Store,15.54,,1312794.8125,9.155,0.0022705000000016184,-0.007159200000003807,Showbox Building at 1412 1st Ave S,North DownTown,0.5931301477618885,25920.0,12960.0
1312,21469,NonResidential,Small- and Mid-Sized Office,1919,1.0,4.0,47686.0,0.0,100.0,Office,53.47,Retail Store,17.82,No information,0.0,76.5,1926366.625,71.615,0.0037505000000024324,-0.008109200000006922,Doyle Building at 119 Pine Street,North DownTown,0.7372209690078144,47686.0,11921.5
1313,21471,NonResidential,Other,1904,1.0,7.0,44928.0,0.0,100.0,Other,86.15,Retail Store,5.92,Services,5.79,,413919.0,4.43,0.003200499999998385,-0.007269200000010301,EITEL BUILDING (2ND AND PIKE BUILDING) at 1501 2ND AVE,North DownTown,0.6508673816659958,44928.0,6418.29
1314,21474,NonResidential,Other,1900,1.0,3.0,49760.0,0.0,100.0,Other,48.27,No information,0.0,No information,0.0,,34209.75,0.24,0.0008705000000048813,-0.006879200000000196,The Lusty Lady at 1315 1st Ave,North DownTown,0.5247357027913485,49760.0,16586.67
1316,21478,Campus,Mixed Use Property,1900,1.0,2.0,49280.0,0.0,100.0,Retail Store,31.68,Restaurant,18.75,Social/Meeting Hall,16.64,,4827109.25,95.745,0.001770499999999231,-0.007459199999999555,Economy Market at 1433 First Avenue,North DownTown,0.5928508134640782,49280.0,24640.0
1320,21482,Campus,Restaurant,1912,1.0,2.0,25380.0,0.0,100.0,Restaurant,67.43,Food Service,25.32,Office,7.25,,6952584.5,221.71,0.002740500000001589,-0.00845920000000433,Corner Market at 1501 1st Avenue,North DownTown,0.703586367465021,25380.0,12690.0
1321,21483,NonResidential,Small- and Mid-Sized Office,1915,1.0,6.0,40715.0,0.0,100.0,Office,51.32,Retail Store,39.94,Non-Refrigerated Warehouse,8.74,,2872760.375,46.745,0.002190500000004647,-0.009509199999996554,(ID21483) Madore Building at 1501 Western Avenue,North DownTown,0.7533541061167924,40715.0,6785.83
1325,21488,NonResidential,Mixed Use Property,1990,1.0,4.0,82065.0,42.41,57.59,Office,33.62,Retail Store,16.99,No information,0.0,92.0,1698128.9375,11.84,0.004930500000000393,-0.013469200000002957,E0010 - Elliott Court at 2103-2107 Elliott Avenue,North DownTown,1.1489788140604662,82065.0,20516.25
1327,21495,NonResidential,Small- and Mid-Sized Office,1910,1.0,4.0,36160.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,42.0,1966888.4375,13.71,0.004230499999998472,-0.01010920000000226,Alaska Trade Building at 1917 1St Ave,North DownTown,0.8919839309833514,36160.0,9040.0
1328,21496,NonResidential,Mixed Use Property,1918,1.0,1.0,34617.0,0.0,100.0,Restaurant,18.65,Office,16.79,Manufacturing/Industrial Plant,16.12,,5088063.75,139.025,0.003940499999998792,-0.010429200000004357,Soames Dunn Building at 1916 Pike Place,North DownTown,0.8962572514055634,34617.0,34617.0
1333,21505,NonResidential,Small- and Mid-Sized Office,1909,1.0,5.0,68048.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,100.0,1589147.625,14.32,0.0061205000000015275,-0.014089200000000801,U0010 - Union Stables at 2200 Western Avenue,North DownTown,1.256483640708936,68048.0,13609.6
1334,21506,NonResidential,Mixed Use Property,1910,1.0,3.0,29340.0,0.0,100.0,Office,43.33,Lodging/Residential,39.51,Restaurant,9.67,,2157322.0,75.94,0.006370500000002721,-0.01367919999999856,Scargo Apartments at 2205 1st Ave,North DownTown,1.2463443968002303,29340.0,9780.0
1336,21508,NonResidential,Other,1930,0.0,2.0,22710.0,0.0,100.0,Food Service,100.0,No information,0.0,No information,0.0,,283252.25,1.975,0.007200500000003274,-0.013899199999997336,White and Hitchcock at 2234 1st Ave,North DownTown,1.3140491847608058,inf,11355.0
1339,21515,NonResidential,Small- and Mid-Sized Office,2000,1.0,3.0,50499.0,26.81,73.19,Office,73.19,No information,0.0,No information,0.0,15.0,3117611.75,21.87,0.030440500000004533,0.0037107999999932417,RDM Building at 1938 Fairview Ave E,LAKE UNION,3.396240570003725,50499.0,16833.0
1340,21520,NonResidential,Small- and Mid-Sized Office,1964,1.0,5.0,67577.0,14.21,85.79,Office,85.79,No information,0.0,No information,0.0,68.0,3660850.125,45.19,0.029930499999998972,0.004890799999998308,1910 Fairview - new at 1910 Fairview,LAKE UNION,3.348249907984254,67577.0,13515.4
1341,21521,NonResidential,K-12 School,1930,1.0,2.0,45960.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,57.0,4121223.375,179.215,0.026250500000003285,0.01131079999998974,ST NICHOLAS SCHOOL at 1501 10TH AVE E,EAST,3.0395442085072233,45960.0,22980.0
1345,21530,NonResidential,Small- and Mid-Sized Office,1959,1.0,2.0,21128.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,91.0,560734.5469,3.905,0.013790499999998929,-0.013329200000001151,Space Needle Building at 203 6th Avenue N,LAKE UNION,1.8302317408314397,21128.0,10564.0
1347,21533,NonResidential,Mixed Use Property,2008,1.0,4.0,379941.0,27.77,72.23,Hotel,28.63,Lodging/Residential,15.31,No information,0.0,,9102583.0,220.675,0.0127404999999996,-0.012599199999996813,Hyatt Place at 110 6th Ave N,LAKE UNION,1.7026361554637046,379941.0,94985.25
1348,21534,NonResidential,Small- and Mid-Sized Office,2013,1.0,3.0,54800.0,0.0,100.0,Office,98.81,Data Center,1.19,No information,0.0,,1433993.1875,9.995,0.013290500000003647,-0.01253920000000619,Little Wing at 120 6th Ave N,LAKE UNION,1.7514297405992734,54800.0,18266.67
1349,21535,NonResidential,Hotel,1959,1.0,4.0,38520.0,0.0,100.0,Hotel,99.95,No information,0.0,No information,0.0,41.0,2583247.0,63.445,0.01397049999999922,-0.01248920000000453,Travelodge - WA - Seattle - 07033 at 200 6th Ave N,LAKE UNION,1.8137438332407205,38520.0,9630.0
1350,21537,NonResidential,Hotel,1961,1.0,3.0,29186.0,14.58,85.42,Hotel,65.1,No information,0.0,No information,0.0,93.0,917440.6875,31.56,0.01553050000000411,-0.012089200000005462,Seattle Pacific Hotel at 325 Aurora Ave N,LAKE UNION,1.950237411250831,29186.0,9728.67
1352,21546,NonResidential,Worship Facility,1960,1.0,1.0,27338.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,60.5,553674.0,3.86,0.013870500000003005,-0.008639200000004621,Seattle Unity Church at 200 8th Avenue N,LAKE UNION,1.672772417719336,27338.0,27338.0
1355,21549,NonResidential,Laboratory,1962,1.0,2.0,36416.0,5.49,94.51,Laboratory,56.7,Office,37.8,No information,0.0,1.0,11495843.5,390.68,0.01619050000000044,-0.030349200000003407,410 W. Harrison at 410 W. Harrison St.,MAGNOLIA / QUEEN ANNE,2.9011062384456783,36416.0,18208.0
1356,21550,NonResidential,Small- and Mid-Sized Office,1930,1.0,3.0,45864.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,91.5,2817194.5,125.495,0.013330500000002132,-0.026389199999997004,Bayview Building at 129 1st Avenue West,MAGNOLIA / QUEEN ANNE,2.47189318663318,45864.0,15288.0
1359,21557,NonResidential,K-12 School,1999,1.0,2.0,61099.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,15.0,3686397.25,99.07,0.12117049999999807,0.004370800000003783,Lakeside Middle School at 13510 1st Ave NE,NORTHWEST,13.477538266044858,61099.0,30549.5
1366,21570,SPS-District K-12,K-12 School,1950,1.0,1.0,50337.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,94.0,991918.0,10.15,0.10717050000000228,0.017450799999991773,Hazel Wolf K-8 at Pinehurst at 11530 12th Ave. N.E.,NORTH,11.988286252831772,50337.0,50337.0
1368,21578,SPS-District K-12,K-12 School,1949,1.0,1.0,60814.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,83.0,2246747.5,46.46,-0.04072949999999764,-0.06480919999999912,Genesee Hill Elementary at 5012 S.W. Genesee St.,SOUTHWEST,6.643570948060554,60814.0,60814.0
1370,21580,NonResidential,Small- and Mid-Sized Office,1987,1.0,3.0,48176.0,31.14,68.86,Office,68.86,No information,0.0,No information,0.0,89.0,1427737.75,36.29,0.026260499999999354,0.006810799999996675,Galer at 214 Galer St,LAKE UNION,2.9643233593621243,48176.0,16058.67
1371,21582,NonResidential,Retail Store,1993,1.0,3.0,25194.0,14.94,85.06,Retail Store,42.67,Medical Office,31.93,Office,10.46,,1673812.4375,46.835,0.026260499999999354,0.0054808000000008406,WSECU - 4 at 1500 Fairview Ave E,LAKE UNION,2.948792231055485,25194.0,8398.0
1375,21601,SPS-District K-12,K-12 School,2000,1.0,2.0,75605.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,83.0,2237281.25,46.875,-0.08123949999999525,0.057370800000001054,Dunlap Elementary at 4525 S. Cloverdale St.,SOUTHEAST,10.006552557116523,75605.0,37802.5
1376,21604,SPS-District K-12,K-12 School,2008,1.0,2.0,29525.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,66.0,1493275.875,30.27,-0.08144949999999795,0.06089079999999569,South Lake High at 8601 Rainier Ave S,SOUTHEAST,10.143813564266791,29525.0,14762.5
1379,21611,NonResidential,Worship Facility,1977,1.0,2.0,21948.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,67.0,322103.09375,2.245,-0.05556949999999716,0.029270799999991937,Seattle Chinese Baptist Church at 5801 Beacon Avenue South,GREATER DUWAMISH,6.557544757570767,21948.0,221.7
1380,21613,NonResidential,Other,1927,1.0,3.0,31191.0,0.0,100.0,Recreation,96.49,Warehouse,3.51,No information,0.0,,5925834.5,170.515,0.03365050000000025,0.0408108000000027,Broadmoor Golf Club at 2340 Broadmoor Dr. East,EAST,4.8327979598932815,31191.0,10397.0
1381,21616,SPS-District K-12,K-12 School,1954,1.0,1.0,43188.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,86.0,1127952.5,40.495,0.11797049999999842,0.0252207999999996,Olympic Hills Elementary at 13018 20th Ave. N.E.,NORTH,13.25300611266321,43188.0,43188.0
1382,21617,NonResidential,Other,1947,1.0,1.0,37377.0,0.0,100.0,Services,83.75,Retail Store,9.28,Office,2.25,,2904179.5,104.975,0.11421049999999866,0.03491079999999158,Bill Pierre Ford Service and Parts at 12531 30th Ave NE,NORTH,12.965960706046992,37377.0,37377.0
1384,21622,NonResidential,Warehouse,1977,1.0,1.0,29380.0,0.0,100.0,Non-Refrigerated Warehouse,57.07,Office,23.27,Other,19.66,31.5,848734.8125,5.92,-0.06712950000000006,0.012010799999998767,1001 S Myrtle St at 1001 S Myrtle St,GREATER DUWAMISH,7.5186547193690005,29380.0,29380.0
1393,21656,NonResidential,Worship Facility,1922,1.0,2.0,22688.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,88.0,314869.0,6.175,-0.0030094999999974448,0.01159079999999335,Japanese Baptist Church at 160 Broadway,EAST,0.9311971211202914,22688.0,11344.0
1411,21687,NonResidential,Other,1962,1.0,2.0,22364.0,0.0,100.0,Education,100.0,No information,0.0,No information,0.0,,1378051.375,49.295,-0.045929499999999734,0.042930799999993496,DES Seattle Alaska St. Building at 3411 S Alaska Street,SOUTHEAST,6.037454566212145,22364.0,11182.0
1412,21688,NonResidential,Non-Refrigerated Warehouse,1952,1.0,1.0,27435.0,0.0,100.0,Non-Refrigerated Warehouse,69.69,Medical Office,30.31,No information,0.0,49.0,1231546.0,36.72,-0.05679949999999678,0.04543079999999122,JUNEAU STREET ASSOC at 3613 S JUNEAU ST,SOUTHEAST,7.176543579074007,27435.0,27435.0
1413,21689,NonResidential,Small- and Mid-Sized Office,1982,1.0,2.0,41262.0,0.0,100.0,Office,98.73,No information,0.0,No information,0.0,85.0,1856904.4375,12.945,-0.05927949999999527,0.0449107999999967,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY at 3600 S. Graham St.,GREATER DUWAMISH,7.402593223768765,41262.0,20631.0
